sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-511790,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"200,000.00","514,850.00","-314,850.00",3.00,33.00,548.00,10.00,13.00,0.00,23.00
2301-206099,1,3860,LA,Title and Escrow,Reverse Mortgage,"85,000.00","130,500.00","-45,500.00",3.00,66.00,683.00,24.00,27.00,1.00,45.00
2301-206100,1,3863,CA,Title and Escrow,Reverse Mortgage,"335,268.00","318,000.00","17,268.00",2.00,61.00,"1,311.00",19.00,37.00,0.00,22.00
2301-206101,1,3860,KY,Title and Escrow,Reverse Mortgage,"58,241.70","80,000.00","-21,758.30",1.00,81.00,"1,171.00",19.00,51.00,0.00,62.00
17-511791,2,3860,UT,Title & Full Escrow,Refinance,"257,531.00","253,952.00","3,579.00",1.00,78.00,"1,031.00",22.00,24.00,0.00,41.00
17-511793,2,3863,CA,LCP - Title Only,Refinance,"22,000.00","152,000.00","-130,000.00",1.00,35.00,621.00,4.00,7.00,0.00,29.00
2301-206103,1,3863,CA,Title and Escrow,Reverse Mortgage,"300,000.00","277,500.00","22,500.00",1.00,52.00,468.00,19.00,9.00,1.00,45.00
2301-206105,1,3860,KY,Title Only,Reverse Mortgage,"40,364.75","41,079.39",-714.64,2.00,58.00,910.00,22.00,22.00,0.00,41.00
2301-206107,1,3863,CA,Title and Escrow,Reverse Mortgage,"335,710.00",0.00,"335,710.00",0.00,80.00,"1,187.00",17.00,34.00,0.00,56.00
2301-206108,1,3863,CA,Title and Escrow,Reverse Mortgage,"260,565.00","466,500.00","-205,935.00",1.00,69.00,"1,104.00",15.00,37.00,0.00,36.00
2301-206109,1,3863,CA,Title and Escrow,Reverse Mortgage,"117,900.00",0.00,"117,900.00",0.00,69.00,"1,182.00",15.00,36.00,0.00,47.00
2301-206110,1,3860,UT,Title and Escrow,Reverse Mortgage,"103,970.00","163,000.00","-59,030.00",2.00,77.00,"1,159.00",23.00,29.00,0.00,41.00
2301-206111,1,3863,FL,Title and Escrow,Reverse Mortgage,"425,000.00","625,500.00","-200,500.00",1.00,66.00,722.00,27.00,22.00,1.00,45.00
2301-206112,1,3860,MS,Title and Escrow,Reverse Mortgage,"124,000.00","51,500.00","72,500.00",1.00,51.00,473.00,19.00,13.00,1.00,45.00
17-511802,2,3860,VA,Title Only,Refinance,"250,000.00",0.00,"250,000.00",0.00,28.00,292.00,0.00,5.00,1.00,45.00
17-511803,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","114,500.00","-64,500.00",1.00,40.00,645.00,4.00,9.00,0.00,25.00
17-511804,2,3860,CA,Title & Full Escrow,Refinance,"65,000.00","65,000.00",0.00,1.00,58.00,871.00,16.00,15.00,0.00,20.00
17-511805,2,3860,IL,Title Only,Refinance,"171,000.00",0.00,"171,000.00",0.00,27.00,294.00,3.00,8.00,1.00,45.00
17-511806,2,3860,NC,Title Only,Refinance,"75,440.00",0.00,"75,440.00",0.00,26.00,274.00,1.00,5.00,1.00,45.00
17-511807,2,3860,NC,Title Only,Refinance,"142,520.00",0.00,"142,520.00",0.00,27.00,290.00,0.00,5.00,1.00,45.00
2301-206114,1,3860,VA,Title and Escrow,Reverse Mortgage,"83,970.00",0.00,"83,970.00",0.00,70.00,771.00,18.00,24.00,1.00,45.00
17-511809,2,3863,CA,LCP - Title Only,Refinance,"10,000.00","140,000.00","-130,000.00",1.00,35.00,649.00,4.00,7.00,0.00,32.00
2301-206116,1,3860,MA,Title and Escrow,Reverse Mortgage,"127,750.00","177,750.00","-50,000.00",1.00,89.00,"1,324.00",21.00,56.00,0.00,29.00
2301-206118,1,3863,FL,Title and Escrow,Reverse Mortgage,"101,200.00",0.00,"101,200.00",0.00,98.00,"1,365.00",26.00,39.00,0.00,25.00
2301-206119,1,3863,CA,Title and Escrow,Reverse Mortgage,"296,700.00","98,000.00","198,700.00",1.00,91.00,"1,519.00",18.00,51.00,0.00,47.00
2301-206120,1,3863,NV,Title and Escrow,Reverse Mortgage,"160,000.00",0.00,"160,000.00",0.00,42.00,284.00,1.00,4.00,1.00,45.00
2301-206121,1,3860,TN,Title and Escrow,Reverse Mortgage,"76,033.00","41,800.00","34,233.00",1.00,73.00,"1,207.00",19.00,54.00,0.00,46.00
2301-206122,1,3860,TX,Title and Escrow,Reverse Mortgage,"150,524.00","98,300.00","52,224.00",1.00,96.00,"1,534.00",4.00,52.00,0.00,41.00
17-511816,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"228,890.60","230,000.00","-1,109.40",1.00,11.00,394.00,8.00,2.00,0.00,0.00
17-511817,2,3863,CA,LCP - Title Only,Refinance,"19,000.00","244,000.00","-225,000.00",1.00,33.00,546.00,4.00,11.00,0.00,20.00
2301-206124,1,3860,IN,Title and Escrow,Reverse Mortgage,"51,210.00",0.00,"51,210.00",0.00,89.00,"1,429.00",21.00,41.00,0.00,46.00
2301-206125,1,3863,CA,Title and Escrow,Reverse Mortgage,"103,350.00","90,000.00","13,350.00",1.00,63.00,"1,083.00",17.00,41.00,0.00,27.00
2301-206126,1,3860,MD,Title and Escrow,Reverse Mortgage,"394,690.50","459,033.46","-64,342.96",5.00,108.00,"1,489.00",23.00,66.00,0.00,48.00
2301-206127,1,3863,FL,Title and Escrow,Reverse Mortgage,"151,740.00","157,000.00","-5,260.00",2.00,84.00,"1,379.00",28.00,49.00,0.00,34.00
17-511818,2,3862,CA,Title & Sub-Escrow,Refinance,"330,000.00","362,000.00","-32,000.00",2.00,50.00,897.00,19.00,19.00,0.00,48.00
17-511819,2,3863,CA,Title & Sub-Escrow,Refinance,"378,000.00","417,000.00","-39,000.00",1.00,58.00,856.00,18.00,20.00,0.00,35.00
17-511821,2,3862,CA,Title & Full Escrow,Refinance,1.00,"230,106.69","-230,105.69",3.00,41.00,412.00,22.00,7.00,1.00,45.00
17-511822,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"30,000.00","327,950.00","-297,950.00",1.00,37.00,526.00,6.00,8.00,0.00,29.00
17-511824,2,3863,CA,LCP & Sub-Escrow,Refinance,"100,000.00","444,805.00","-344,805.00",2.00,54.00,"1,051.00",7.00,18.00,0.00,35.00
17-511825,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"15,000.00","82,000.00","-67,000.00",1.00,37.00,523.00,3.00,8.00,0.00,34.00
17-511827,2,3863,CA,LCP - Title Only,Refinance,"100,000.00","80,000.00","20,000.00",1.00,34.00,561.00,4.00,7.00,0.00,61.00
17-511828,2,3863,CA,Title & Full Escrow,Refinance,"190,000.00","163,500.00","26,500.00",2.00,58.00,875.00,19.00,19.00,0.00,48.00
2301-206131,1,3863,CA,Title and Escrow,Reverse Mortgage,"625,500.00",0.00,"625,500.00",0.00,53.00,613.00,17.00,13.00,1.00,45.00
17-511829,2,3860,CO,Title & Full Escrow,Refinance,"160,000.00","271,500.00","-111,500.00",1.00,79.00,"1,046.00",20.00,24.00,0.00,36.00
2301-206132,1,3863,CA,Title and Escrow,Reverse Mortgage,"318,655.00","615,000.00","-296,345.00",1.00,66.00,"1,119.00",17.00,22.00,0.00,47.00
2301-206133,1,3863,CA,Title and Escrow,Reverse Mortgage,"555,000.00","594,000.00","-39,000.00",1.00,47.00,428.00,18.00,8.00,1.00,45.00
17-511831,2,3863,CA,LCP - Title Only,Refinance,"40,000.00","262,320.00","-222,320.00",1.00,42.00,665.00,4.00,12.00,0.00,22.00
17-511832,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"80,000.00","753,000.00","-673,000.00",3.00,37.00,579.00,7.00,14.00,0.00,34.00
17-511833,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"87,029.25","184,481.41","-97,452.16",4.00,24.00,528.00,19.00,13.00,0.00,0.00
17-511834,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"207,998.11","260,000.00","-52,001.89",2.00,19.00,429.00,10.00,6.00,0.00,0.00
17-511835,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"18,686.59","60,000.00","-41,313.41",1.00,15.00,390.00,9.00,6.00,0.00,0.00
17-511836,2,3863,CA,Title & Sub-Escrow,Refinance,"250,000.00","250,000.00",0.00,1.00,44.00,684.00,16.00,14.00,0.00,64.00
2301-206134,1,3863,CA,Title and Escrow,Reverse Mortgage,"68,328.00","25,000.00","43,328.00",1.00,73.00,"1,198.00",17.00,44.00,0.00,46.00
2301-206135,1,3860,VA,Title and Escrow,Reverse Mortgage,"109,354.00",0.00,"109,354.00",0.00,76.00,"1,169.00",21.00,37.00,0.00,27.00
2301-206136,1,3863,FL,Title and Escrow,Reverse Mortgage,"303,312.00",0.00,"303,312.00",0.00,50.00,296.00,2.00,7.00,1.00,45.00
17-511839,2,3863,CA,Title & Full Escrow,Refinance,"390,000.00","338,751.00","51,249.00",1.00,73.00,"1,001.00",17.00,20.00,0.00,27.00
17-511840,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"52,300.00","195,573.42","-143,273.42",1.00,37.00,498.00,4.00,8.00,0.00,43.00
17-511841,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"200,000.00","691,218.00","-491,218.00",2.00,32.00,502.00,8.00,9.00,0.00,36.00
17-511842,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"30,000.00","272,000.00","-242,000.00",1.00,32.00,484.00,6.00,8.00,0.00,26.00
17-511844,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"250,000.00","644,800.00","-394,800.00",2.00,32.00,615.00,7.00,9.00,0.00,47.00
17-511845,2,3860,MA,Property Report / O&E & Full Escrow,Uninsured (Info Products),"50,000.00","183,738.00","-133,738.00",2.00,80.00,929.00,5.00,15.00,0.00,35.00
17-511846,2,3863,FL,Property Report / O&E & Full Escrow,Uninsured (Info Products),"35,000.00","568,800.00","-533,800.00",2.00,67.00,734.00,6.00,12.00,0.00,39.00
2301-206137,1,3863,CA,Title and Escrow,Reverse Mortgage,"140,450.00","247,500.00","-107,050.00",1.00,61.00,"1,032.00",17.00,22.00,0.00,39.00
17-511848,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"35,000.00","410,400.00","-375,400.00",1.00,37.00,526.00,3.00,8.00,0.00,41.00
2301-206138,1,3863,CA,Title and Escrow,Reverse Mortgage,"428,467.50","743,000.00","-314,532.50",2.00,72.00,"1,233.00",22.00,44.00,0.00,54.00
17-511849,2,3862,CA,Title & Sub-Escrow,Refinance,"273,750.00","262,320.00","11,430.00",1.00,71.00,"1,098.00",19.00,28.00,0.00,53.00
17-511851,2,3862,CA,Title Only,Refinance,"119,000.00","289,500.00","-170,500.00",1.00,23.00,412.00,20.00,5.00,1.00,45.00
17-511857,2,3863,CA,Title & Full Escrow,Refinance,"140,000.00","233,300.00","-93,300.00",2.00,60.00,978.00,23.00,17.00,0.00,22.00
2301-206143,1,3863,CA,Title and Escrow,Reverse Mortgage,"241,920.00","100,000.00","141,920.00",1.00,75.00,"1,829.00",18.00,50.00,0.00,21.00
2301-206144,1,3863,CA,Title and Escrow,Reverse Mortgage,"141,120.00","16,096.92","125,023.08",1.00,73.00,"1,617.00",23.00,47.00,0.00,34.00
2301-206145,1,3863,CA,Title and Escrow,Reverse Mortgage,"625,500.00","300,000.00","325,500.00",1.00,47.00,454.00,18.00,13.00,1.00,45.00
17-511860,2,3863,NV,Title & Sub-Escrow,Refinance,"2,000,000.00",0.00,"2,000,000.00",0.00,89.00,"1,428.00",19.00,38.00,0.00,39.00
2301-206156,1,3863,CA,Title and Escrow,Reverse Mortgage,"237,660.00",0.00,"237,660.00",0.00,82.00,"1,817.00",17.00,50.00,0.00,43.00
2301-206157,1,3863,CA,Title and Escrow,Reverse Mortgage,"259,700.00","238,000.00","21,700.00",1.00,65.00,966.00,16.00,29.00,0.00,36.00
2301-206159,1,3860,VA,Title and Escrow,Reverse Mortgage,"126,720.00","60,000.00","66,720.00",1.00,99.00,921.00,19.00,38.00,1.00,45.00
2301-206160,1,3860,GA,Title and Escrow,Reverse Mortgage,"48,365.00","49,280.00",-915.00,1.00,141.00,"1,631.00",17.00,67.00,0.00,57.00
17-511863,2,3863,CA,Title Only,Refinance,"175,000.00","158,000.00","17,000.00",2.00,44.00,714.00,22.00,22.00,0.00,32.00
2301-206161,1,3863,FL,Title and Escrow,Reverse Mortgage,"61,206.00","35,000.00","26,206.00",1.00,78.00,"1,283.00",28.00,44.00,0.00,43.00
17-511864,2,3863,CA,LCP & Sub-Escrow,Refinance,"85,000.00","349,255.30","-264,255.30",3.00,48.00,713.00,6.00,15.00,0.00,61.00
2301-206162,1,3860,SC,Title and Escrow,Reverse Mortgage,"73,810.00","21,800.00","52,010.00",1.00,75.00,"1,119.00",20.00,37.00,0.00,27.00
2301-206163,1,3860,NC,Title and Escrow,Reverse Mortgage,"52,704.00",0.00,"52,704.00",0.00,77.00,"1,183.00",19.00,37.00,0.00,61.00
2301-206164,1,3863,CA,Title and Escrow,Reverse Mortgage,"312,381.00","585,000.00","-272,619.00",1.00,78.00,"1,179.00",18.00,31.00,0.00,41.00
2301-206165,1,3860,IL,Title and Escrow,Reverse Mortgage,"45,000.00","30,000.00","15,000.00",1.00,54.00,554.00,20.00,14.00,1.00,45.00
17-511868,2,3863,CA,LCP & Sub-Escrow,Refinance,"60,000.00","360,000.00","-300,000.00",2.00,52.00,785.00,7.00,18.00,0.00,63.00
17-511869,2,3862,CA,Title & Sub-Escrow,Refinance,"788,500.00","784,000.00","4,500.00",1.00,57.00,781.00,17.00,17.00,0.00,57.00
17-511870,2,3863,CA,Title & Sub-Escrow,Refinance,"337,500.00","415,000.00","-77,500.00",2.00,50.00,834.00,18.00,16.00,0.00,54.00
17-511871,2,3863,CA,Title & Full Escrow,Refinance,"115,000.00","88,369.00","26,631.00",1.00,65.00,910.00,17.00,16.00,0.00,26.00
17-511872,2,3860,IN,Title & Full Escrow,Refinance,"107,400.00","110,876.00","-3,476.00",2.00,82.00,"1,159.00",23.00,26.00,0.00,34.00
17-511873,2,3863,CA,LCP & Sub-Escrow,Refinance,"75,000.00","198,200.00","-123,200.00",2.00,42.00,599.00,5.00,12.00,1.00,45.00
17-511874,2,3863,CA,Title & Full Escrow,Refinance,"363,000.00","356,100.00","6,900.00",1.00,70.00,896.00,15.00,18.00,0.00,20.00
17-511878,2,3860,NJ,Title & Full Escrow,Refinance,"254,000.00","252,836.00","1,164.00",1.00,75.00,"1,010.00",13.00,22.00,0.00,43.00
17-511880,2,3863,CA,Title & Full Escrow,Refinance,"192,000.00","210,525.00","-18,525.00",1.00,56.00,725.00,18.00,12.00,0.00,33.00
17-511881,2,3863,CA,Title & Full Escrow,Refinance,"455,000.00","474,195.00","-19,195.00",2.00,57.00,923.00,19.00,18.00,0.00,42.00
17-511884,2,3863,CA,Title & Full Escrow,Refinance,"125,000.00","176,400.00","-51,400.00",2.00,57.00,808.00,18.00,14.00,0.00,28.00
2301-206167,1,3863,CA,Title and Escrow,Reverse Mortgage,"403,650.00","167,000.00","236,650.00",1.00,80.00,"1,478.00",17.00,47.00,0.00,53.00
17-511887,2,3863,CA,Title Only,Refinance,"149,000.00",0.00,"149,000.00",0.00,52.00,729.00,18.00,10.00,0.00,47.00
17-511889,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","168,000.00","-118,000.00",1.00,34.00,644.00,4.00,8.00,0.00,29.00
17-511891,2,3863,CA,Title Only,Refinance,"150,000.00","622,500.00","-472,500.00",1.00,58.00,941.00,18.00,19.00,0.00,56.00
17-511893,2,3863,CA,LCP & Sub-Escrow,Refinance,"20,000.00","280,000.00","-260,000.00",1.00,41.00,832.00,6.00,17.00,0.00,34.00
17-511894,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","211,000.00","-161,000.00",1.00,35.00,689.00,4.00,9.00,0.00,43.00
2301-206170,1,3863,TX,Title and Escrow,Reverse Mortgage,"48,928.00",0.00,"48,928.00",0.00,75.00,"1,273.00",3.00,26.00,0.00,47.00
2301-206171,1,3863,CA,Title and Escrow,Reverse Mortgage,"469,125.00",309.84,"468,815.16",1.00,81.00,"1,381.00",17.00,42.00,0.00,29.00
2301-206173,1,3863,CA,Title and Escrow,Reverse Mortgage,"323,383.50","322,700.00",683.50,1.00,66.00,"1,197.00",19.00,41.00,0.00,46.00
17-511895,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"162,000.00",0.00,"162,000.00",0.00,21.00,198.00,0.00,5.00,1.00,45.00
17-511896,2,3863,NV,Title Only,Refinance,"228,000.00",0.00,"228,000.00",0.00,24.00,215.00,1.00,3.00,1.00,45.00
2301-206176,1,3863,AZ,Title and Escrow,Reverse Mortgage,"125,114.00",0.00,"125,114.00",0.00,74.00,"1,061.00",19.00,28.00,0.00,40.00
17-511899,2,3863,CA,Title & Sub-Escrow,Refinance,"340,000.00","340,000.00",0.00,1.00,50.00,759.00,17.00,15.00,0.00,33.00
2301-206177,1,3860,TN,Title and Escrow,Reverse Mortgage,"19,435.00",0.00,"19,435.00",0.00,83.00,"1,351.00",22.00,42.00,0.00,38.00
2301-206178,1,3860,WI,Title and Escrow,Reverse Mortgage,"57,460.00","4,580.00","52,880.00",1.00,81.00,"1,124.00",19.00,32.00,0.00,42.00
2301-206179,1,3860,TX,Title and Escrow,Reverse Mortgage,"65,000.00",0.00,"65,000.00",0.00,61.00,670.00,4.00,16.00,1.00,45.00
17-511903,2,3860,TN,Title & Full Escrow,Refinance,"135,785.00","117,346.00","18,439.00",1.00,74.00,"1,046.00",24.00,19.00,0.00,25.00
17-511904,2,3863,CA,LCP - Title Only,Refinance,"60,000.00","125,000.00","-65,000.00",1.00,34.00,640.00,5.00,8.00,0.00,45.00
2301-206180,1,3863,CA,Title and Escrow,Reverse Mortgage,"326,480.00","555,000.00","-228,520.00",1.00,78.00,"1,332.00",17.00,37.00,0.00,46.00
17-511905,2,3862,CA,Reverse Mortgage - Title Only,Refinance,"520,000.00","782,500.00","-262,500.00",2.00,37.00,712.00,20.00,15.00,0.00,55.00
2301-206181,1,3860,NJ,Title and Escrow,Reverse Mortgage,"100,470.00",0.00,"100,470.00",0.00,83.00,"1,322.00",9.00,47.00,0.00,38.00
17-511908,2,3863,CA,Title & Sub-Escrow,Refinance,"253,085.00","245,430.00","7,655.00",1.00,47.00,699.00,17.00,13.00,0.00,24.00
17-511910,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"119,518.03","263,400.00","-143,881.97",4.00,13.00,371.00,12.00,3.00,0.00,0.00
17-511911,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"242,334.15","242,336.00",-1.85,1.00,13.00,355.00,9.00,3.00,0.00,0.00
17-511912,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,"162,181.10","601,000.00","-438,818.90",4.00,12.00,431.00,15.00,3.00,0.00,0.00
17-511913,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,"175,889.52","214,719.83","-38,830.31",2.00,12.00,405.00,12.00,4.00,0.00,0.00
17-511914,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"1,310,758.53","1,819,036.60","-508,278.07",4.00,15.00,484.00,14.00,5.00,0.00,0.00
17-511921,2,3862,CA,Title & Full Escrow,Refinance,"214,800.00","325,394.00","-110,594.00",2.00,56.00,840.00,20.00,17.00,0.00,46.00
17-511922,2,3863,CA,Title & Full Escrow,Refinance,"211,894.00","181,649.00","30,245.00",1.00,56.00,920.00,18.00,15.00,0.00,31.00
2301-206186,1,3860,GA,Title and Escrow,Reverse Mortgage,"75,338.00","78,414.00","-3,076.00",1.00,83.00,"1,126.00",18.00,39.00,0.00,47.00
17-511929,2,3863,CA,Title & Full Escrow,Refinance,"355,000.00","462,650.00","-107,650.00",2.00,43.00,321.00,19.00,5.00,1.00,45.00
17-511930,2,3860,IA,Title Only,Refinance,"204,028.00","222,968.42","-18,940.42",1.00,73.00,"1,012.00",22.00,29.00,0.00,53.00
17-511931,2,3863,CA,Title & Full Escrow,Refinance,"280,000.00","248,417.00","31,583.00",1.00,60.00,903.00,17.00,18.00,0.00,24.00
2301-206187,1,3860,UT,Title and Escrow,Reverse Mortgage,"107,450.00","80,300.00","27,150.00",1.00,73.00,"1,142.00",20.00,33.00,0.00,46.00
2301-206189,1,3860,GA,Title and Escrow,Reverse Mortgage,"97,654.00",0.00,"97,654.00",0.00,98.00,"1,359.00",19.00,40.00,0.00,53.00
17-511934,2,3860,MO,Title Only,Refinance,"40,000.00","30,500.00","9,500.00",1.00,42.00,665.00,22.00,14.00,0.00,31.00
17-511935,2,3863,CA,Title & Sub-Escrow,Refinance,"374,000.00","379,000.00","-5,000.00",1.00,65.00,978.00,19.00,22.00,0.00,35.00
17-511937,2,3860,MN,Title Only,Refinance,"324,124.00","511,125.32","-187,001.32",1.00,59.00,763.00,22.00,22.00,0.00,63.00
2301-206193,1,3860,MS,Title and Escrow,Reverse Mortgage,"125,202.00","171,000.00","-45,798.00",1.00,73.00,"1,157.00",20.00,41.00,0.00,46.00
17-511938,2,3863,CA,Title & Full Escrow,Refinance,"166,811.00","425,000.00","-258,189.00",2.00,60.00,901.00,17.00,13.00,0.00,20.00
2301-206194,1,3860,IA,Title and Escrow,Reverse Mortgage,"68,064.00",0.00,"68,064.00",0.00,104.00,"1,468.00",18.00,50.00,0.00,39.00
2301-206195,1,3860,NC,Title and Escrow,Reverse Mortgage,"100,419.00","100,000.00",419.00,1.00,91.00,"1,850.00",21.00,69.00,0.00,46.00
2301-206197,1,3863,AZ,Title and Escrow,Reverse Mortgage,"68,000.00","86,425.01","-18,425.01",2.00,75.00,"1,727.00",18.00,51.00,0.00,34.00
2301-206198,1,3863,AZ,Title and Escrow,Reverse Mortgage,"176,390.00","245,999.00","-69,609.00",1.00,75.00,"1,518.00",19.00,59.00,0.00,46.00
17-511939,2,3863,FL,Title Only,Refinance,"125,020.00","125,442.00",-422.00,1.00,70.00,977.00,29.00,23.00,0.00,40.00
17-511940,2,3862,CA,Title & Sub-Escrow,Refinance,"273,585.00","284,000.00","-10,415.00",1.00,64.00,861.00,20.00,18.00,0.00,24.00
2301-206203,1,3863,CA,Title and Escrow,Reverse Mortgage,"117,024.00",0.00,"117,024.00",0.00,67.00,"1,292.00",16.00,37.00,0.00,20.00
2301-206204,1,3863,CA,Title and Escrow,Reverse Mortgage,"327,500.00","307,000.00","20,500.00",1.00,66.00,"1,368.00",16.00,35.00,0.00,35.00
2301-206205,1,3863,CA,Title and Escrow,Reverse Mortgage,"250,000.00","125,000.00","125,000.00",1.00,51.00,"1,020.00",19.00,27.00,1.00,45.00
2301-206206,1,3863,FL,Title and Escrow,Reverse Mortgage,"45,182.50",0.00,"45,182.50",0.00,78.00,"1,313.00",26.00,42.00,0.00,26.00
2301-206207,1,3860,VA,Title and Escrow,Reverse Mortgage,"250,000.00","90,000.00","160,000.00",1.00,50.00,496.00,21.00,19.00,1.00,45.00
2301-206208,1,3863,FL,Title and Escrow,Reverse Mortgage,"117,708.00","10,191.08","107,516.92",1.00,79.00,"1,638.00",27.00,56.00,0.00,61.00
17-511943,2,3860,AL,Title Only,Refinance,"98,595.00","60,032.00","38,563.00",1.00,38.00,731.00,22.00,14.00,0.00,39.00
2301-206210,1,3863,CA,Title and Escrow,Reverse Mortgage,"347,500.00","915,000.00","-567,500.00",1.00,83.00,"1,401.00",17.00,56.00,0.00,38.00
2301-206211,1,3860,IL,Title and Escrow,Reverse Mortgage,"52,470.00",0.00,"52,470.00",0.00,96.00,"1,240.00",20.00,44.00,0.00,39.00
17-511944,2,3863,CA,Title & Full Escrow,Refinance,"220,000.00","255,000.00","-35,000.00",2.00,63.00,863.00,15.00,17.00,0.00,48.00
17-511945,2,3860,CO,Title & Full Escrow,Refinance,"192,000.00","203,000.00","-11,000.00",2.00,82.00,946.00,22.00,14.00,0.00,45.00
2301-206213,1,3863,CA,Title and Escrow,Reverse Mortgage,"443,479.50","938,250.00","-494,770.50",1.00,60.00,"1,120.00",18.00,51.00,0.00,62.00
2301-206214,1,3863,TX,Title and Escrow,Reverse Mortgage,"112,290.00",0.00,"112,290.00",0.00,85.00,"1,143.00",5.00,45.00,1.00,45.00
2301-206215,1,3863,NV,Title and Escrow,Reverse Mortgage,"125,869.00",0.00,"125,869.00",0.00,84.00,"1,186.00",16.00,35.00,0.00,42.00
17-511948,2,3860,NJ,Title & Full Escrow,Refinance,"315,500.00","328,000.00","-12,500.00",1.00,71.00,"1,195.00",12.00,27.00,0.00,54.00
17-511949,2,3863,CA,Title & Full Escrow,Refinance,"100,000.00","80,000.00","20,000.00",1.00,60.00,889.00,16.00,11.00,0.00,19.00
17-511950,2,3862,CA,Title & Full Escrow,Refinance,"180,726.00","192,000.00","-11,274.00",1.00,71.00,"1,004.00",16.00,23.00,0.00,38.00
2301-206217,1,3860,CO,Title and Escrow,Reverse Mortgage,"220,000.00",0.00,"220,000.00",0.00,48.00,421.00,19.00,8.00,1.00,45.00
2301-206218,1,3860,MA,Title and Escrow,Reverse Mortgage,"133,000.00","175,000.00","-42,000.00",3.00,60.00,787.00,27.00,35.00,1.00,45.00
2301-206219,1,3863,CA,Title and Escrow,Reverse Mortgage,"307,260.00","607,500.00","-300,240.00",1.00,84.00,"1,281.00",18.00,39.00,0.00,31.00
2301-206220,1,3860,NC,Title and Escrow,Reverse Mortgage,"182,246.00","125,000.00","57,246.00",1.00,78.00,"1,209.00",20.00,36.00,0.00,42.00
2301-206222,1,3860,MI,Title and Escrow,Reverse Mortgage,"119,700.00","132,000.00","-12,300.00",1.00,80.00,"1,172.00",20.00,36.00,0.00,18.00
2301-206223,1,3863,CA,Title and Escrow,Reverse Mortgage,"189,000.00",0.00,"189,000.00",0.00,74.00,"1,112.00",15.00,40.00,0.00,38.00
2301-206224,1,29189,VT,Title and Escrow,Reverse Mortgage,"275,000.00",0.00,"275,000.00",0.00,45.00,460.00,1.00,14.00,1.00,45.00
2301-206225,1,3860,LA,Title and Escrow,Reverse Mortgage,"76,720.00","150,000.00","-73,280.00",1.00,94.00,"1,397.00",18.00,64.00,0.00,40.00
2301-206226,1,3863,TX,Title and Escrow,Reverse Mortgage,"73,196.00",0.00,"73,196.00",0.00,93.00,"1,588.00",6.00,45.00,0.00,52.00
2301-206227,1,3860,AL,Title and Escrow,Reverse Mortgage,"90,000.00","57,088.00","32,912.00",1.00,54.00,539.00,23.00,17.00,1.00,45.00
17-511955,2,3862,CA,Title & Full Escrow,Refinance,"203,000.00","214,000.00","-11,000.00",1.00,58.00,785.00,16.00,18.00,0.00,25.00
17-511956,2,3863,CA,Title & Full Escrow,Refinance,"625,500.00","400,000.00","225,500.00",1.00,73.00,985.00,16.00,21.00,0.00,42.00
17-511957,2,3860,MD,Title & Full Escrow,Refinance,"160,000.00","148,700.00","11,300.00",2.00,75.00,"1,077.00",23.00,26.00,0.00,40.00
17-511958,2,3860,AL,Title Only,Refinance,"66,137.00","50,549.00","15,588.00",1.00,49.00,706.00,23.00,14.00,0.00,63.00
2301-206231,1,3860,NH,Title and Escrow,Reverse Mortgage,"159,000.00","156,100.00","2,900.00",1.00,84.00,"1,382.00",16.00,48.00,0.00,38.00
17-511962,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"15,000.00","128,391.00","-113,391.00",1.00,37.00,503.00,5.00,8.00,0.00,25.00
17-511963,2,3860,IL,Title & Full Escrow,Refinance,"92,200.00","101,000.00","-8,800.00",1.00,64.00,927.00,20.00,17.00,0.00,19.00
17-511968,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"218,750.00","323,500.00","-104,750.00",1.00,37.00,515.00,3.00,9.00,0.00,33.00
